id,name,created_time,link,message,likes,comments,shares
1688980774667861_2007439336155335,,2017-08-03T08:00:17+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/2007847929447809/?type=3,#ChitChatWednesday What is your favourite ingredient in the skin care products that you use? Share it with us and let us know why!,0,4,0
1688980774667861_2006657166233552,Timeline Photos,2017-08-01T12:06:52+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/2006657166233552/?type=3,"Our most popular product worldwide. The Skin Perfecting 2% BHA Liquid has a proprietary formula which works quickly and effectively to unclog pores, smoothen wrinkles, and retexturize the skin. Discover more at paulaschoice.sg",5,0,1
1688980774667861_2006193546279914,What Is An Exfoliator?,2017-07-31T09:00:01+0000,http://buff.ly/2szAjKt,Exfoliators are an important step in every skin care routine. Find out exactly what exfoliators do for your skin and how you should be using them.,0,0,0
1688980774667861_2005316616367607,4 Ways You Didn’t Know The Haze Can Affect Your Skin,2017-07-29T08:06:00+0000,http://buff.ly/2uA7TBa,The haze is back! Here are 4 ways you didn't know the haze can affect your skin.,1,0,1
1688980774667861_2004864563079479,,2017-07-28T08:00:15+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/2004871953078740/?type=3,"#BeautyMyth Sunscreen does not cause cancer! On the other hand, there are tons of research showing that using sunscreen not only prevents cancer, it also prevents premature ageing of skin, reduces brown spots, improves wrinkles, and helps the skin heal!",0,0,1
1688980774667861_2004008903165045,,2017-07-26T14:56:05+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/2004871659745436/?type=3,"#QuickTip There are two types of UV rays that damage your skin, UVA and UVB rays. Always looks for sunscreens labelled as providing “broad-spectrum” protection because only these sunscreens can protect your skin from both UVA and UVB rays",1,0,1
1688980774667861_2002948549937747,Sun Care Non-Greasy Sunscreen Spray Broad Spectrum SPF43,2017-07-24T14:34:05+0000,http://buff.ly/2sAUKXI,Find out why this spray-on sunscreen is one of the most popular sunscreens we have here at Paula's Choice!,0,0,1
1688980774667861_2001594386739830,5 Simple and Effective Skin Care Tips For Men,2017-07-22T02:00:19+0000,http://buff.ly/2uh5tqX,Skin care advice just for the men. #mensgrooming,1,0,0
1688980774667861_2002167063349229,Timeline Photos,2017-07-17T04:00:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/2002167063349229/?type=3,"Nourish and protect your skin everyday! Get your $10 Gift Card when you purchase 2 sunscreens on paulaschoice.sg 

Shop Sunscreens: https://paulaschoice.sg/collections/summer-sunscreen
Promo ends 24 July.",1,0,0
1688980774667861_1997983263767609,,2017-07-15T15:18:04+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1999077803658155/?type=3,"#BeautyMyth Applying sunscreen 20 minutes before exposing your skin to sunlight is only true for certain sunscreens! Mineral sunscreen actives like titanium dioxide and zinc oxide provide immediate sun protection. Synthetic sunscreen actives, on the other hand, need to be applied 20 minutes earlier before they can provide optimal protection.",2,0,2
1688980774667861_1997212617178007,Skincare for Sensitive Skin,2017-07-14T05:55:54+0000,http://advice.paulaschoice.sg/skin-types/sensitive-skin/skincare-for-sensitive-skin/,The ultimate guide to skincare for sensitive skin.,2,0,1
1688980774667861_1996408260591776,,2017-07-12T15:09:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1996727877226481/?type=3,"#QuickTip Sunscreen should always be applied as the last step. Any skincare product applied over a sunscreen dilutes the sunscreen, reducing its effectiveness to some degree.",4,0,1
1688980774667861_1995289430703659,What Is An SPF Moisturizer?,2017-07-10T14:44:00+0000,http://buff.ly/2sAKJK5,"Lazy to apply sunscreen, the SPF moisturiser might be just the thing for you.",1,0,1
1688980774667861_1995089117390357,Timeline Photos,2017-07-10T06:13:42+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1995089117390357/?type=3,"Thank you, PC Fans <3 for sharing your travel tip with us. Congratulations 🎉 to the winners of Gorgeous On The Go makeup palette Giveaway - Natalie Wee Ting Lim, Sharon Ong and Franca Kaluza-Martens!",5,2,0
1688980774667861_1994207327478536,,2017-07-08T15:03:01+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1995084110724191/?type=3,"#BeautyFact Being indoors doesn't mean you are protected from UV rays! Windows can protect you from UVB rays but unless your windows have special UVA shielding, the UVA rays will still penetrate the windows to hurt your skin!",3,0,1
1688980774667861_1993457684220167,What Causes Acne Breakouts?,2017-07-07T05:53:20+0000,http://advice.paulaschoice.sg/skin-care-concerns/acne/what-causes-acne-breakouts/,Want to know how to keep your acne breakouts under control? You first need to what exactly what causes it.,3,0,2
1688980774667861_1992458710986731,Live Interview With Paula's Choice Team,2017-07-05T06:21:57+0000,https://www.facebook.com/paulaschoicesingapore/videos/1992458710986731/,Want to know more about the research team at Paula's Choice? Check out this video!,3,0,0
1688980774667861_1991550107744258,Timeline Photos,2017-07-03T15:16:30+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1991550107744258/?type=3,"Just like artificial #fragrances, #essentialoils also contain volatile substances that can cause skin reactions - which is terrible news if you’re already managing #sensitive skin. While they can be #exotic blends and naturally aromatic additions in personal care products for most people, it’s best for those of you with sensitive skin to stir clear of them. #skincare #quoteoftheday",1,0,1
1688980774667861_1991526091079993,Expert Sunscreen Tips | The Sun Can Really Hurt!,2017-07-03T14:26:07+0000,https://youtu.be/IXjB0ZKBr1o,Sun damage is the #1 cause of premature signs of ageing on your skin. This is why using sunscreen is extremely important! Learn how to choose the best sunscreen for your skin in this video.,2,0,0
1688980774667861_1990155647883704,,2017-07-01T15:01:21+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1991541381078464/?type=3,"#BeautyMyth You do not need to reapply your sunscreen every 2 hours! Sunscreen actives break down in response to direct exposure to daylight, not in response to the passage of time during a single day. On an average day (if you’re in an office or otherwise indoors), your morning application of sunscreen is still going to provide sufficient UV protection on your way home, assuming you applied a liberal amount of an SPF 30 (or greater) in the morning.",5,0,0
1688980774667861_1987961108103158,Timeline Photos,2017-06-28T10:10:41+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1987961108103158/?type=3,"Let us know what are some of your travel skincare tips. Stand a chance to win this summer hues :) We are giving away 3 Gorgeous On The Go makeup palette worth $65! ￼<3

1. Like this post
2. Tell us your travel skincare tips (Optional: Upload a picture your favourite travel routine)
2. Share this post

#Giveaway contest ends 8 July.",11,5,4
1688980774667861_1987954821437120,Paula's Choice Singapore's cover photo,2017-06-28T09:42:39+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1987954821437120/?type=3,This complete collection of 6 products for normal to dry sensitive skin works perfectly to gently soothe redness and combat signs of aging with comforting and hydrating enriched formulas.,0,0,1
1688980774667861_1987954664770469,Nylon Singapore,2017-06-28T09:41:58+0000,https://www.facebook.com/nylonsg/photos/a.168809249846689.42500.166336680093946/1489164074477860/?type=3,"""Calm Redness Relief range seeks to soothe and balance reactive, troublesome complexions."" - Nylon Singapore",2,0,0
1688980774667861_1987922408107028,,2017-06-28T08:16:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1987952434770692/?type=3,"#QuickTip If you have a bad habit of picking a pimple, stop it immediately! Picking a pimple can damage your skin further and turn your pimple into a permanent scar.",1,0,0
1688980774667861_1986615941571008,Which Paula's Choice AHA Exfoliant Is Right For Me?,2017-06-26T07:45:01+0000,http://buff.ly/2rlhl9t,Choose the right AHA #exfoliant to serve your skincare needs with our very own AHA exfoliant guide! #skincare,0,0,2
1688980774667861_1985593525006583,,2017-06-24T08:49:05+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1987952951437307/?type=3,"#BeautyFact If your acne is severe or chronic, you may need to see a dermatologist. Dermatologists have a host of options in their arsenal that can be more effective than over-the-counter products in reducing sebum production, creating healthy skin-cell turnover, and fighting bacterial infection.",2,0,0
1688980774667861_1984125845153351,"Instagram post by Larius • Jun 19, 2017 at 5:20am UTC",2017-06-21T12:08:36+0000,https://www.instagram.com/p/BVglp3JgHkW/?taken-by=larryyeo,Celebrity makeup artist Larry Yeo spills his secret on how to prevent breakouts and achieve acne-free skin.,2,0,1
1688980774667861_1984108118488457,Nylon Singapore,2017-06-21T11:14:05+0000,https://www.facebook.com/nylonsg/photos/a.168809249846689.42500.166336680093946/1482358915158376/?type=3,"Thank you, Nylon Singapore! Have you tried our newly launched 8% AHA Lotion yet?",0,0,0
1688980774667861_1984093678489901,Timeline Photos,2017-06-21T10:26:31+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1984093678489901/?type=3,"2 Days left!!! Celebrate our 22nd anniversary with us. Redeem free travel skincare goodies when you purchase above $100. On top of that, we are giving away $44 gift card on orders above $200. Head over to paulaschoice.sg 🎁🎂",4,0,1
1688980774667861_1984055095160426,,2017-06-21T08:17:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1984122505153685/?type=3,#Skincare What steps does your daily skincare routine include? Share it with us today and see if you are on the right track :),6,2,0
1688980774667861_1983534788545790,,2017-06-20T06:33:08+0000,,We're celebrating 22 years as a skincare company. 3 days left to snatch these best-sellers. 😍🎁 Receive a $44 gift card for purchases above $200!,4,0,0
1688980774667861_1983032748595994,Causes Of Acne That Are Really Myths!,2017-06-19T04:40:02+0000,http://buff.ly/2qmhbAs,Separate the myths and facts about #acne so you can learn how to get rid of them properly! #skincare,1,0,2
1688980774667861_1982141808685088,,2017-06-17T08:47:03+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1983089455256990/?type=3,"#BeautyMyth You can spot treat blemishes. For most types of blemishes, by the time it shows up on the surface of the skin it has been at least two to three weeks in the making. Spot treating only the blemishes you see means you would be ignoring the blemishes that are in the process of forming.",1,0,1
1688980774667861_1981563632076239,Origins of Paula’s Choice,2017-06-16T08:02:03+0000,http://advice.paulaschoice.sg/health-and-living/origins-of-paulas-choice/,Have you ever wondered how Paula's Choice started and why we focus so much on using only tested and proven ingredients in our skincare products?,3,0,1
1688980774667861_1981557522076850,Timeline Photos,2017-06-16T07:31:31+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1981557522076850/?type=3,Its OUR #birthday :) #partylikeits1995,3,1,0
1688980774667861_1981268785439057,Paula's Choice Singapore's cover photo,2017-06-15T17:30:48+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1981268785439057/?type=3,It's our birthday! Time for #party! Celebrate our 22nd anniversary with us 🎁🎉. Don't miss out 😍🙌🏻 www.paulaschoice.sg,4,0,1
1688980774667861_1980490972183505,,2017-06-14T08:06:01+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1981269682105634/?type=3,"#QuickTip If your skin is acne-prone, avoid using thick or solid makeup products. These products are harder to remove from the skin and because of the heavier waxes they contain, can become stuck inside the pore lining, creating a clog. #acne #skincare",2,0,0
1688980774667861_1980028402229762,Timeline Photos,2017-06-13T16:00:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1980028402229762/?type=3,"Thank you, PC Fans <3 for sharing your skincare routine with us. Congratulations 🎉 to the winners of Skin Perfecting 8% AHA Lotion Giveaway - Lim Weinnie, Rachel Dominique and Nerizza Boon!",8,2,1
1688980774667861_1979399392292663,Which Paula's Choice BHA Exfoliant is Best For Me,2017-06-12T07:00:38+0000,http://buff.ly/2pRwjSV,Paula's Choice is known for our well-formulated BHA #exfoliators. Find out which solution you should be using to get the results you desire. #skincare,2,0,1
1688980774667861_1978604272372175,,2017-06-10T14:31:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1987963831436219/?type=3,"#BeautyFact Blackheads cannot be pulled out of the pore by using pore strips. Pore strips remove only the very surface part of a #blackhead, which has no effect on the pore quickly getting clogged again so you'll see it back way too fast.",4,0,1
1688980774667861_1977985142434088,How To Get Rid Of Back Acne Quickly!,2017-06-09T06:55:30+0000,http://advice.paulaschoice.sg/skin-care-concerns/acne/how-to-get-rid-of-back-acne-quickly/,Ready to bring your sexy back this summer? Get rid of back #acne with these easy steps today! #skincare,1,0,1
1688980774667861_1977587902473812,Timeline Photos,2017-06-08T11:33:11+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1977587902473812/?type=3,"Try it before everyone else! <3 Share a photo of your Paula’s Choice skincare routine in the comments section. 3 Lucky winners are about to walk away with Paula’s Choice NEW Skin Perfecting 10% AHA (Glycolic Acid) Lotion worth $43 and here’s how
1. Like this post 😊👍
2. Upload a photo of your Paula’s Choice skincare routine and #paulaschoicesg
3. Tell us why you love your routine

AHA giveaway ends 13 June.",20,9,2
1688980774667861_1977062322526370,,2017-06-07T07:56:01+0000,,#Skincare Do you know why leave-on exfoliants are so important? Leave your answers below and let us see if you know your skincare stuff!,0,0,0
1688980774667861_1976085055957430,Instagram Photos,2017-06-05T07:33:09+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1976085045957431.1073741831.1688980774667861/1976085055957430/?type=3,"When #life gives you #lemons, make #lemonade not face masks. #quoteoftheday",2,0,0
1688980774667861_1976036572628945,How To Get Rid Of Back Acne,2017-06-05T04:35:04+0000,http://buff.ly/2rkXszk,Get you sexy back in time for summer! Learn how to get rid of back #acne the easy way. #skincare,10,1,1
1688980774667861_1975272306038705,Timeline Photos,2017-06-03T14:31:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1975272306038705/?type=3,"#BeautyMyth Eating chocolates and greasy food does not cause acne! On the other hand, diets high in sugar, dairy products, gluten, nuts and fish may worsen #acne for some people.",0,0,0
1688980774667861_1974794052753197,How To Remove Blackheads On Your Nose,2017-06-02T14:32:07+0000,http://buff.ly/2qA4eAl,4 easy tips to remove the blackheads on your nose,2,0,1
1688980774667861_1974676266098309,#TuesdaysWithLarry: What You NEVER Knew About Face Scrubs,2017-06-02T08:07:55+0000,http://www.elle.sg/beauty/skin/tuesdayswithlarry-what-you-never-knew-about-face-scrubs-8830830,ELLE Singapore answers your burning questions about exfoliating for troubled skin (acne / rosacea). #unclogmypores,1,0,0
1688980774667861_1973867709512498,Timeline Photos,2017-05-31T14:31:02+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1973867709512498/?type=3,#QuickTip Suffering from clogged pores and breakouts? Salicylic acid is a superstar ingredient that helps to clear skin and minimize the appearance of pores,3,0,2
1688980774667861_1973254742907128,NYLON Team Picks: What We’re Washing Our Faces With,2017-05-30T06:48:48+0000,http://www.nylon.com.sg/2017/05/nylon-team-picks-what-were-washing-our-faces-with.html,Nylon Singapore recommends our Resist Perfectly Balanced Cleanser for acne-prone and combination skin.,7,0,1
1688980774667861_1972956926270243,How To Minimize Pores - 4 Effective Treatment Methods,2017-05-29T14:31:02+0000,https://www.youtube.com/watch?v=gNWGvCMJUBA,Have a problem with enlarged pores? Here are 4 things you should do.,2,0,1
1688980774667861_1972028653029737,Timeline Photos,2017-05-27T14:31:06+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1972028653029737/?type=3,#BeautyFact Certain leave-on exfoliators with ingredients like AHA and BHA can even absorb and exfoliate into the pores to minimize the pore size.,3,0,1
1688980774667861_1970248583207744,Timeline Photos,2017-05-23T16:01:09+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1970248583207744/?type=3,#Skincare Facing some irritating skin concerns and not sure what to do? Leave a comment below and we would be glad to help!,0,2,0
1688980774667861_1969710889928180,Resist Daily Pore-Refining Treatment with 2% BHA,2017-05-22T14:31:02+0000,http://buff.ly/2oTESxz,An anti-aging leave-on exfoliant for normal to oily skin.,1,0,1
1688980774667861_1968692106696725,Timeline Photos,2017-05-20T14:31:04+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1968692106696725/?type=3,"#BeautyMyth There is no research to show that retinol cannot be used together with AHA and BHA. In fact, using retinol with an effective AHA or BHA exfoliant increases the benefits of these ingredients.",3,0,1
1688980774667861_1968053650093904,How Do You Really Get Firmer Skin?,2017-05-19T04:59:31+0000,http://advice.paulaschoice.sg/skin-care-concerns/loss-of-firmness/how-do-you-really-get-firmer-skin/,Want to get firmer skin? Here are 7 easy steps.,5,0,1
1688980774667861_1967317283500874,Timeline Photos,2017-05-17T14:31:01+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1967317283500874/?type=3,"#QuickTip You don't have to wait for your AHA or BHA to absorb or dry before applying other steps of your routine. Products like your moisturizer, serum, eye cream, or sunscreen can be applied immediately afterwards.",13,0,2
1688980774667861_1966360790263190,Skin Perfecting 2% BHA Liquid,2017-05-15T14:31:01+0000,http://buff.ly/2oMG7Pa,Find out why thousands of customers love and continue to use the Skin Perfecting 2% BHA Liquid.,4,0,1
1688980774667861_1965328397033096,Timeline Photos,2017-05-13T14:31:08+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1965328397033096/?type=3,"#BeautyFact Young, healthy skin sheds built-up dead skin each day, but with age and environmental damage, this natural ability to exfoliate can become faulty. #antiaging",1,0,0
1688980774667861_1964817540417515,How to Minimize Large Facial Pores,2017-05-12T14:31:01+0000,http://buff.ly/2orbrks,Its actually easier than you think. #skincare,7,0,5
1688980774667861_1963877760511493,Timeline Photos,2017-05-10T14:31:08+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1963877760511493/?type=3,#Skincare Not sure why you should exfoliate your face? Ask us how you can add an exfoliator into your typical routine.,1,0,3
1688980774667861_1963208603911742,#TuesdaysWithLarry: What You NEVER Knew About Face Scrubs,2017-05-09T08:56:56+0000,http://www.elle.sg/beauty/skin/tuesdayswithlarry-what-you-never-knew-about-face-scrubs-8830830,Here’s why you should include regular exfoliation in your routine:,1,0,1
1688980774667861_1962902643942338,What Is The Difference Between AHA and BHA?,2017-05-08T14:31:02+0000,http://buff.ly/2pBUPIE,"These ingredients help to brighten and firm skin, but do you know what are the differences?",4,0,1
1688980774667861_1961953470703922,Timeline Photos,2017-05-06T14:31:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1961953470703922/?type=3,"#BeautyMyth A facial srcub is not the same as an exfoliant! The rough, abrasive texture of most scrubs will cause tiny tears that aggravate skin.",2,0,2
1688980774667861_1961486524083950,What Is The Difference Between AHA and BHA?,2017-05-05T14:31:00+0000,http://buff.ly/2pzbxLn,Do you know the differences between AHA and BHA?,29,0,5
1688980774667861_1960523424180260,Timeline Photos,2017-05-03T14:31:03+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1960523424180260/?type=3,"#QuickTip Some people do well exfoliating with AHA or BHA twice a day, whereas others may find that doing it once a day is more than sufficient. Experiment to see what works for your skin to get the best results.",9,1,2
1688980774667861_1959550087610927,What Is An Exfoliator?,2017-05-01T14:31:00+0000,http://buff.ly/2oOfo4q,You might be missing this very important step in your skincare routine.,6,0,1
1688980774667861_1958528121046457,Timeline Photos,2017-04-29T14:31:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1958528121046457/?type=3,"#BeautyFact When properly formulated, #hydroquinone is not a harmful ingredient at all! It is an effective ingredient for potentially fading uneven skin tone, brown or dark spots, and lightening skin.",2,0,1
1688980774667861_1958070727758863,Myths About The Side Effects Of Hydroquinone Cream,2017-04-28T14:31:04+0000,http://buff.ly/2mUKsgw,Myths about the side effects of this skin whitening ingredient.,1,0,2
1688980774667861_1957045561194713,Timeline Photos,2017-04-26T14:31:12+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1957045561194713/?type=3,Have any questions regarding dry or dehydrated skin? We are here to help!,2,1,2
1688980774667861_1956005171298752,Resist Brightening Essence,2017-04-24T14:31:06+0000,http://buff.ly/2nb7Sjq,Get brighter and whiter skin with our Paula's Choice Brightening Essence.,2,0,1
1688980774667861_1955463681352901,Timeline Photos,2017-04-23T14:26:17+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1955463681352901/?type=3,"Books spread #ideas and #stories, inform, enlighten, thrill, fascinate, excite. #Books fuel our #imagination and transport us off to new places and situations. Books are the cradle of #creativity and #knowledge. All we have to do is reach out and turn the page. Happy #reading! #WorldBookDay",5,0,1
1688980774667861_1954943428071593,,2017-04-22T14:31:00+0000,,"#QuickTip Dry skin isn't about the lack of water in your skin. If anything, too much moisture, such as soaking in a bathtub will make things worse! Excess water disrupts the skin's outer layers making it dry and flaky. Save water and don't stay in the shower for too long!",1,0,1
1688980774667861_1954387938127142,How To Treat Dehydrated Skin,2017-04-21T14:31:02+0000,http://buff.ly/2pz3EFK,💧 Is your skin feeling dry and flaky? Your skin may be dehydrated. #dehydratedskin,6,0,4
1688980774667861_1953749398190996,Timeline Photos,2017-04-20T12:17:42+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1953749398190996/?type=3,"Thank you, PC Fans <3 for sharing your favourite product with us. We would like to extend a $8 gift card 💌 exclusively on the New Resist Omega+ Complex to everyone who had joined in the conversation. Congratulations 🎉 to the winners of Resist Omega+ Complex & The Best Skin Of Your Life Giveaway - Koh Teng Teng, CW Kevan and Candice Choong!",5,1,1
1688980774667861_1952149151684354,What Does Vitamin C Do For The Skin?,2017-04-17T14:31:21+0000,http://buff.ly/2ngy1Pv,This is the reason why you should start using vitamin C in your skincare routine right now!,1,0,2
1688980774667861_1950995811799688,,2017-04-15T14:31:00+0000,,"Have any problems with uneven skin tone, or brown or dark spots? Leave a comment and the Paula's Choice Advice Team would be glad to help!",3,1,1
1688980774667861_1948642418701694,Omega Rich Superfood For Your Skin,2017-04-11T10:15:33+0000,https://www.facebook.com/paulaschoicesingapore/videos/1948642418701694/,"🎁 We'll be giving away the NEW Resist Omega+ Complex and Paula Begoun's Best Skin Of Your Life Starts Here book to 3 lucky winners. Tell us: What is your favourite <3 PC Product and why? How do you use it in your daily skincare routine?

Contest ends 16 Apr.
#PCSGgiveaway #omegacomplex",31,40,12
1688980774667861_1948611835371419,"Instagram post by Larius • Mar 25, 2017 at 11:22am UTC",2017-04-11T08:35:19+0000,https://www.instagram.com/p/BSDyyQVgerK/,Celebrity Makeup Artist Larry Yeo shared his acne-fighting skincare over on Instagram. See which Paula's Choice products he has in his arsenal here:,0,0,1
1688980774667861_1948153568750579,Why Is Fragrance Bad?,2017-04-10T14:31:06+0000,http://buff.ly/2nGVHO4,This is the most important thing you need to check to know whether a skincare product is good or not.,2,0,3
1688980774667861_1946982392201030,,2017-04-08T14:31:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1948609272038342/?type=3,"#QuickTip Applying well-formulated skincare products with the right ingredients can produce results well above your expectations. If you are looking to reduce uneven skin tone and look more radiant, your skincare product should have ingredients like bearberry, mulberry and arbutin. #skinbrightening #skinwhitening",1,0,1
1688980774667861_1946321365600466,Efficient Ways To Remove Dark Spots On Your Face,2017-04-07T14:31:09+0000,http://advice.paulaschoice.sg/skin-care-concerns/pigmentation/fast-ways-to-remove-dark-spots-on-your-face/,Have problems with dark spots on your face? This might be the solution for you.,6,0,1
1688980774667861_1943959745836628,What Is An Essence?,2017-04-03T14:31:02+0000,http://buff.ly/2naYRqr,Not sure how the Paula's Choice essence works? This video will tell you exactly what you need to know.,1,0,1
1688980774667861_1942324159333520,Timeline Photos,2017-03-31T16:15:02+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1942324159333520/?type=3,Ask me anything! Paula's Choice #KINcare,5,3,0
1688980774667861_1942273042671965,Top 5 Treatment Methods For Oily Skin and Large Pores,2017-03-31T14:31:02+0000,http://buff.ly/2l9Y3Dl,All it takes is 5 simple steps.,3,1,0
1688980774667861_1941276682771601,Timeline Photos,2017-03-29T14:31:12+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1941276682771601/?type=3,"#BeautyFact Bar soaps and scrubs are skin-aggravating products that hurt the skin's surface and affect its ability to retain moisture.

When caring for your dry skin, avoid using these products and stick to a proper skincare routine so that you can address the root of the problem.",3,0,0
1688980774667861_1940299356202667,What Is An SPF Moisturizer?,2017-03-27T14:31:02+0000,http://buff.ly/2lCgIp2,Your moisturizer needs to have this ingredient.,2,0,0
1688980774667861_1938793349686601,3 Common Mistakes About Acne Treatment For Men,2017-03-24T14:31:09+0000,http://buff.ly/2khVmjU,Skincare expert reveals top 3 things men with acne are still doing wrongly.,1,0,0
1688980774667861_1937790829786853,Timeline Photos,2017-03-22T04:00:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1937790829786853/?type=3,Do you use your exfoliator in the day before heading out or at night before going to bed?,1,1,0
1688980774667861_1936756713223598,How To Choose The Best Moisturizer For Your Skin Type,2017-03-20T14:31:04+0000,http://buff.ly/2khzbpe,Are you using the right moisturizer for your skin?,0,0,0
1688980774667861_1935735179992418,Pregnancy and Skincare: A Guide For Moms-to-be,2017-03-18T14:31:05+0000,http://buff.ly/2nLFEuM,Pregnancy and Skincare: A Guide For Moms-to-be,6,0,2
1688980774667861_1934140233485246,ELLE Singapore,2017-03-15T08:22:55+0000,http://www.elle.sg/en/beauty/tuesdayswithlarry-how-to-prep-your-skin-for-a-special-occasion-8014122,"It's never too late to exfoliate! Here's how Celebrity Makeup Artist Larry Yeo will prep your skin for a special occasion. 

http://www.elle.sg/en/beauty/tuesdayswithlarry-how-to-prep-your-skin-for-a-special-occasion-8014122#slideshow-6",4,0,0
1688980774667861_1933336490232287,Moisture Boost Hydrating Treatment Cream,2017-03-13T14:31:07+0000,http://buff.ly/2khLvph,Suffering from dry skin? This one is for you.,1,0,0
1688980774667861_1932205097012093,Timeline Photos,2017-03-11T16:06:26+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1932205097012093/?type=3,"#QuickTip Facial oils are perfect for people with #dehydrated skin.
Mixing a bit of non-fragrant #plant oil into your non-SPF moisturizer or serum will help your skin feel softer, smoother and also create that natural-looking glow.",5,0,0
1688980774667861_1931516717080931,How To Find The Best Face Masks For Your Skin,2017-03-10T14:31:07+0000,http://buff.ly/2lzAu7Z,Use this tips to find the most suitable facial masks for your skin type.,0,0,1
1688980774667861_1898018143764122,Paula's Choice Singapore's cover photo,2017-03-10T03:52:32+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1898018143764122/?type=3,,2,0,0
