Category1,Category2,Category3,Name,Price,Description,Variation,Rating,No_of_reviews
By Concern,Dehydration,,ALL OVER HAIR & BODY SHAMPOO,29.00,"This versatile formula works beautifully to leave hair thoroughly clean and renewed. It also works equally as an all-over body wash. It works for every skin type, hair type, and scalp concern.
Concentrated formula
Ideal for color-treated hair
Rinses easily with no build-up or dryness
No residue of any kind left on skin
Fragrance-free formula is perfect for sensitive skin
Why is it different?
All Over Hair & Body Shampoo works beautifully as a shampoo and body wash, making it extremely convenient for everyday use. The rich, cushiony concentrated formula can be used on any hair type, cleans hair in one application, and rinses easily with no build-up or even a hint of dryness!
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Concentrated panthenol- and soy-powered formula cleanses hair and body in one application, rinsing easily with no build-up or hint of dryness. Its fragrance- and soap-free formula is safe for color-treated hair, sensitive scalp, and dry skin—truly a product the entire family can enjoy for healthier-looking skin and hair.
How to use
As a shampoo: Apply to wet hair and gently massage into scalp. Lather, then rinse thoroughly. Repeat if necessary and follow with Paula's Choice Smooth-Finish Conditioner.
As a body wash: Smooth over wet skin to create a lather, then rinse thoroughly. Optional: use with a wet washcloth for gentle exfoliation.
KEY INGREDIENTS
Cocamidopropyl Betaine, Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein, Sodium Laureth Sulfate, Panthenol
PRODUCT INGREDIENTS
Water, Sodium Laureth Sulfate (mild cleansing agent), Cocamidopropyl Betaine, Panthenol (vitamin B5/conditioning agent), Hydrolyzed Soy Protein (conditioning agent), Polyquaternium-10 (conditioning/detangling agent), Aloe Barbadensis Leaf Juice Powder (water-binding agent), Sodium Chloride (stabilizer), Ammonium Lauryl Sulfate (cleansing agent), Disodium EDTA (chelating agent), Citric Acid (pH adjuster), Sorbic Acid (preservative).",429 ml,4.25,4
By Concern,Dehydration,,CLINICAL ULTRA-RICH MOISTURIZER,48.00,"This luxuriant cream moisturizer relieves dryness with soothing antioxidants and nourishing plant oils to keep skin thoroughly hydrated, soft, and comforted.
Extra Sensitive Skin, Redness
Dry/Very Dry Skin
Plumps the look of dehydrated skin and smooths the appearance of wrinkles
Leaves skin feeling remarkably soft and supple
Rich, velvety cream texture
Use as the last step in your PM routine
Why makes this product unqiue?
Clinical Ultra-Rich Moisturizer's specialized, thoroughly hydrating formula immediately relieves uncomfortable dry skin on the face. This decadently rich rejuvenating cream provides an oasis of moisture for thirsty parched skin. We've infused a nourishing blend of carefully researched emollients, skin-soothing plant extracts, and replenishing plant oils in this unique anti-aging formula for those with dry, uncomfortable skin.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Locks in vital moisture for up to 12 hours, leaving dry to very dry skin feeling remarkably soft, supple, and comforted. Plumps the look of dehydrated skin and smooths the appearance of dryness and wrinkles as the nourishing plant oils and antioxidants help skin feel soft and rejuvenated. Exceptionally gentle for sensitive skin, even skin prone to rosacea.
How to use
Apply after cleansing, toning, and exfoliating. Ideal for treating face, neck, and eye area. For daytime, follow with a broad-spectrum product rated SPF 30 or greater.
KEY INGREDIENTS
Soy Oil, Rice Bran Oil, Shea Butter, Glycerin, Coconut Oil, Panthenol, Ascorbyl Palmitate, Olive Oil/Olive Fruit Oil, Sphingolipids, Squalene, Hydrogenated Vegetable Glycerides Citrate, Ceramide AP, Ceramide EOP, Caprylic/Capric Triglyceride, Beta-Sitosterol, Phospholid, Mangifera Indics (Mango) Seed Butter, Tocopherol, Jojoba Butter, Oat Kernel Extract, Cholestrol, Avocado Oil, Ceramide NP, Phytophingosine
PRODUCT INGREDIENTS
Water (Aqua), Butyrospermum Parkii Butter (shea butter/emollient/antioxidant), Caprylic/Capric Triglyceride (emollient, skin replenishing), Glyceryl Stearate SE (texture-enhancing), Olea Europaea Fruit Oil (olive oil/non-fragrant emollient plant oil/antioxidant), Dimethicone (emollient/hydration), Stearic Acid (texture-enhancing/stabilizer), Glyceryl Stearate (texture-enhancing/stabilizer), Mangifera Indica Seed Butter (mango butter/non-fragrant emollient plant oils/antioxidant), Cetyl Alcohol (stabilizer), Cocos Nucifera Oil (coconut oil/non-fragrant emollient plant oil/antioxidants), Ceramide NP (skin replenishing), Ceramide AP (skin replenishing), Ceramide EOP (skin replenishing), Sphingolipids (skin replenishing), Phospholipids (skin replenishing), Phytosphingosine (skin-soothing/skin-restoring ingredient), Squalene (emollient), Cholesterol (skin replenishing), Tocopherol (vitamin E/antioxidant), Simmondsia Chinensis Butter (jojoba butter/plant-based emollient), Persea Gratissima Oil (avocado oil/non-fragrant emollient plant oils/antioxidants), Glycine Soja Oil (soybean oil/non-fragrant emollient plant oils/antioxidant), Oryza Sativa Bran Oil (rice oil/non-fragrant emollient plant oil/antioxidant), Avena Sativa Kernel Extract (oat extract/skin-soothing), Glycerin (skin replenishing), Panthenol (vitamin B5/skin-soothing), Ascorbyl Palmitate (vitamin C/antioxidant), Beta-Sitosterol (skin replenishing/skin-soothing), Hydrogenated Vegetable Glycerides Citrate (stabilizer), Propylene Glycol (hydration), Sodium Lauroyl Lactylate (stabilizer), Butylene Glycol (hydration), Xanthan Gum (texture-enhancing), Carbomer (texture-enhancing), Disodium EDTA (stabilizer), Ethylhexylglycerin (hydration), Phenoxyethanol (preservative).","60 ml,Sachet",0,0
By Concern,Dehydration,,EARTH SOURCED PURELY NATURAL REFRESHING TONER,35.00,"This antioxidant-rich toner with 98% natural ingredients replenishes and restores skin for a healthy glow.
Antioxidants shield skin & renew the surface of skin
Restores a silky-smooth youthful glow
Rejuvenates skin, leaving it silky-smooth
Why is it different?
Earth Sourced Purely Natural Refreshing Toner is a state-of-the-art formula whose natural ingredients were chosen for their skin-smoothing and -nourishing benefits—all without the risk of aggravating skin with the fragrant or sensitizing ingredients often found in “natural” skincare products. It is an essential step in any skincare routine to renew skin after cleansing. Can also help remove the last traces of makeup.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Earth Sourced Purely Natural Refreshing Toner is for all skin types who want a natural, uniquely gentle liquid-gel toner that imparts beneficial ingredients that leave skin feeling smooth, soft, and rejuvenated immediately after cleansing.
Who is it for?
Earth Sourced Purely Natural Refreshing Toner is for all skin types who want a natural, uniquely gentle liquid-gel toner that imparts beneficial ingredients that leave skin feeling smooth, soft, and rejuvenated immediately after cleansing.
How to use
After cleansing, apply toner to a cotton pad and gently stroke over face and neck. Do not rinse. Follow with the rest of your morning or evening skincare routine. For daytime, finish with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Chamomilla Recutita Flower Extract, Pomegranate Extract, Cranberry Seed Oil, Glycerin, Vitamin E, Tocopherol, Avena Sativa, Hydrogenated Lecithin, Black Elderberry, Green Tea, Sunflower Seed Oil, Camellia Sinensis, Olea Europaea Fruit Oil, Sodium Hyaluronate, Grape Seed Extract, Sodium PCA
PRODUCT INGREDIENTS
Water, Glycerin (hydration/skin replenishing), Sodium Hyaluronate (hydration/skin replenishing), Chamomilla Recutita Matricaria Flower Extract (chamomile extract/skin-soothing), Vitis Vinifera Seed Extract (grape extract/antioxidant), Camellia Sinensis Leaf Extract (green tea extract/antioxidant), Camellia Oleifera Leaf Extract (green tea/antioxidant), Avena Sativa Extract (oat extract/skin-soothing), Punica Granatum Extract (pomegranate extract/antioxidant), Sambucus Nigra Fruit Extract (black elderberry extract/antioxidant), Peucedanum Graveolens Extract (dill extract/antioxidant), Lycium Barbarum Fruit Extract (antioxidant), Hydrogenated Lecithin (skin-renewing), Tocopherol (vitamin E/antioxidant), Helianthus Annuus Seed Oil (sunflower oil/non-fragrant oil/antioxidant/emollient), Prunus Amygdalus Dulcis Oil (almond oil/non-fragrant oil/emollient), Vaccinium Macrocarpon Seed Oil (cranberry oil/non-fragrant oil/antioxidant/emollient), Olea Europaea Fruit Oil (olive oil/non-fragrant oil/antioxidant/emollient), Vaccinium Myrtillus Seed Oil (bilberry oil/non-fragrant oil/antioxidant/emollient), Arginine Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Aspartic Acid (amino acid complex/hydration/skin replenishing), Sodium PCA (hydration/skin replenishing), Sodium Lactate (hydration), PCA (hydration/skin replenishing), Xanthan Gum (texture-enhancing), Leuconostoc/Radish Root Ferment Filtrate (preservative), Benzyl Alcohol (preservative), Phenoxyethanol (preservative).","148 ml,Sachet",2.0,1
By Concern,Dehydration,,PC4MEN BODY WASH,,"Bar soap can be drying and make skin rough and uncomfortable. Instead, this gel body wash thoroughly cleanses and refreshes every inch of you, and can even be used on your hair.
Gets rid of dirt, oil, and sweat without drying skin
Makes a great shampoo
Rinses clean and isn’t slippery
Softens skin and hair
Fragrance-free
Why is it different?
This unscented, soap-free, gel cleanser offers the versatility of a shampoo and body wash—all in one. The skin-softening formula works great for all skin types and also perfectly on your hair. It cleanses away dirt and oil for softer, smoother, refreshed skin and hair.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Cleanses away dirt and oil and leaves skin soft, smooth, and perfectly clean. The lightweight gel offers a cushiony lather that rinses cleanly away, taking with it the day’s dirt, sweat, and grime.
How to use
As a shampoo: Apply to wet hair and gently massage into scalp. Lather, then rinse thoroughly. Repeat if necessary and follow with Paula's Choice Smooth-Finish Conditioner.
As a body wash: Smooth over wet skin to create a lather, then rinse thoroughly. Optional: use with a wet washcloth for gentle exfoliation.
KEY INGREDIENTS
Panthenol, Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein, Cocamidopropyl Betaine, Polyquaternium-10
PRODUCT INGREDIENTS
Water (Aqua), Ammonium Laureth Sulfate (cleansing), Sodium Laureth Sulfate (cleansing), Sodium Chloride (stabilizer), Cocamidopropyl Betaine (cleansing), Panthenol (vitamin B5/skin replenishing), Aloe Barbadensis Leaf Juice Powder (hydration/skin-soothing), Hydrolyzed Soy Protein (conditioning agent), Polyquaternium-10 (conditioning/detangling agent), Disodium EDTA (stabilizer), Citric Acid (pH adjuster), Sorbic Acid (preservative).",,5.0,1
By Concern,Dehydration,,RESIST ADVANCED KIT FOR WRINKLES + SUN DAMAGE,288.00,"A full-size kit of our complete Resist anti-aging skincare routine for normal to dry skin. This advanced exclusive system works to replenish moisture and refine skin’s appearance for a dramatically radiant, firmer, more even-toned, less-wrinkled, and younger-looking complexion.
Anti-Aging, Wrinkles
Best for Normal to Dry Skin
Targets multiple signs of aging and the specific concerns of dry skin
Why is it different?
Beautiful, truly younger-looking skin can be achieved with this remarkable advanced collection of our Resist anti-aging products, designed to visibly hydrate, smooth, firm, and soften normal to dry skin. This expertly assembled kit includes all the products you need to impressively reduce the appearance of wrinkles and fine lines, visibly improve skin tone, preserve skin’s vital barrier, and fight future environmental assault.
This kit includes: 
Resist Optimal Results Hydrating Cleanser (190ml)
Resist Advanced Replenishing Toner (118ml)
Resist Daily Smoothing Treatment 5% AHA (Glycolic Acid) (50ml)
Resist Weekly Resurfacing Treatment 10% AHA (Glycolic Acid) (60ml))
Resist Super Antioxidant Concentrate Serum (30ml)
Resist Skin Restoring Moisturizer SPF 50 (60ml)
Resist Barrier Repair Moisturizer with Retinol (50ml)
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Each product is formulated to visibly improve skin’s appearance and minimize more advanced signs of aging and sun damage, plus lessen the visible effects of sun damage and environmental stress.
How to use
Step 1 Cleanser: AM/PM
Step 2 Toner: AM/PM
Step 3 Exfoliant: AM and/or PM
Step 4 Serum: AM/PM
Step 5 Moisturizer with SPF: AM
Step 5 Moisturizer: PM
Once a Week Weekly Exfoliant",,0,0
By Concern,Dehydration,,RESIST BARRIER REPAIR MOISTURIZER,46.00,"A remarkable skin-renewing anti-aging moisturizer for normal to dry skin that nourishes dehydrated skin while promoting a firmer-looking, radiant complexion.
Anti-Aging, Wrinkles
Best for Normal to Dry Skin
Advanced formula targets all signs of aging
Retinol helps improve the appearance of aging skin
Hydrating creamy formula
Used as the last step in any evening routine
Why is it different?
Resist Barrier Repair Moisturizer goes beyond moisturizing to deliver an innovative mix of research-proven ingredients known to reduce the appearance of fine lines, wrinkles, dull skin tone, and loss of firmness.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Helps prevent moisture loss while still feeling light on skin. Its silky lotion texture is infused with retinol to visibly reduce the appearance of wrinkles and to firm skin. It also has a unique complex of antioxidants that reduce the effects of environmental assault.
Who is it for?
Ideal for softening and smoothing the face, neck and eye area. At night, use as the last step in your skincare routine. For daytime, follow with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Licorice Extract, Tocopheryl Acetate, Lecithin, Glycine Soja Seed Extract, Punica Granatum Extract, Palmitoyl Tripeptide-1, Tetrahydrodemethoxydiferuloylmethane, Retinol, Camellia Oleifera, Adenosine, Pomegranate Extract, Ceramide NP, Licorice Root, Squalene, Butyrospermum Parkii, Glycine Soja Oil, Chamomilla Recutita Flower Extract, Tetrahydrobisdemethoxydiferuloylmethane, Tetrahydrodiferuloylmethane, Shea Butter
PRODUCT INGREDIENTS
Water (Aqua), Dicaprylyl Carbonate (emollient), Glycerin (hydration/skin replenishing), Ethylhexyl Stearate (texture-enhancing), Cocoglycerides (emollient), Butyrospermum Parkii Butter (shea butter/antioxidant/emollient), Squalane (emollient), Sodium Polyacrylate (texture-enhancing), Lecithin (skin-restoring), Adenosine (skin-restoring), Palmitoyl Tripeptide-1 (skin-restoring), Ceramide NP (hydration/skin replenishing), Retinol (skin-restoring), Punica Granatum Extract (pomegranate extract/antioxidant), Camellia Oleifera Leaf Extract (green tea extract/antioxidant), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Tetrahydrodiferuloylmethane (antioxidant), Tetrahydrodemethoxydiferuloylmethane (antioxidant), Tetrahydrobisdemethoxydiferuloylmethane (antioxidant), Tocopheryl Acetate (antioxidant), Chamomilla Recutita Matricaria Flower Extract (skin-soothing), Glycine Soja Seed Extract (soybean extract/antioxidant), Glycine Soja Oil (soybean oil/emollient/antioxidant), Butylene Glycol (hydration), Propylene Glycol (hydration), Glyceryl Polymethacrylate (texture-enhancing), Xanthan Gum (texture-enhancing), Phenoxyethanol (preservative).","50 ml,10 ml,Sachet",4.25,8
By Concern,Dullness,,CALM REPAIRING SENSITIVE SERUM,51.00,"This antioxidant-enriched, silky-soft serum soothes and calms redness with a lightweight, yet hydrating, anti-aging concentrated formula.
Extra Sensitive Skin, Redness
For All Skin Types
Nourishes while helping to smooth fine lines and wrinkles
Hydrating complex moisturizes and eases redness
Soothingly lightweight but concentrated anti-aging formulation
Use twice daily after cleansing, toning, and exfoliating skin
Why is it different?
Calm Repairing Sensitive Serum blends skin-replenishing and potent anti-aging ingredients along with antioxidant-enriched plant extracts that research has shown to be among the most soothing for temperamental skin. It leaves skin superbly soft, hydrated, and calmed, allowing skin to renew and rejuvenate.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Immediately soothes sensitive skin and calms redness with gentle but potent antioxidant plant extracts, skin-replenishing ingredients, and the most effective combination of hydrating and skin-calming essentials. Nourishing for all skin types and gentle enough even for skin prone to rosacea.
How to use
Smooth a few drops onto face, neck and eye area before moisturizing (or use alone). For optimal results, use AM and PM. For daytime, follow with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Glycerin, Licorice Root, Ceramide EOP, Ubiquinone, Phytosphingosine, Cholesterol, Ceramide AP, Sodium Cocoyl Amino Acids, Feverfew Extract, Sea Whip Extract, Beta-Glucan, Sodium Hyaluronate, Ceramide NP, Soy Extract, Hyaluronic Acid, Willow Herb
PRODUCT INGREDIENTS
Water, Glycerin (skin replenishing), Hyaluronic Acid (hydration/skin replenishing), Beta-Glucan (skin-soothing/antioxidant), Sea Whip Extract (skin-soothing), Sodium Hyaluronate (hydration/skin replenishing), Ceramide NP (hydration/skin replenishing), Ceramide AP (hydration/skin replenishing), Ceramide EOP (hydration/skin replenishing), Cholesterol (skin replenishing), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Epilobium Angustifolium Flower/Leaf/Stem Extract (willow herb/skin-soothing), Phytosphingosine (skin-renewing), Sodium Cocoyl Amino Acids (skin replenishing), Chrysanthemum Parthenium Flower Extract (feverfew extracts/antioxidant/skin-soothing), Glycine Soja Seed Extract (soybean extract/skin-soothing), Ubiquinone (antioxidant), Sodium Lauroyl Lactylate (texture-enhancing), Caprylic/Capric Triglyceride (skin replenishing/emollient), Magnesium Aspartate (emollient), Potassium Aspartate (emollient), Sarcosine (emollient), Xanthan Gum (texture-enhancing), Carbomer (texture-enhancing), Polysorbate 20 (texture-enhancing), PEG/PPG-14/4 Dimethicone (texture-enhancing), Disodium EDTA (stabilizer), Ethylhexylglycerin (preservative), Phenoxyethanol (preservative).","30 ml,Sachet",3.25,4
By Concern,Dullness,,POWER COUPLE: RESIST C15 & SKIN BALANCING ANTIOXIDANT SERUM,106.00,"This duo of an antioxidant serum and our best-selling booster with vitamin C work perfectly together to balance oily or combination skin and promote a brighter, more even skin tone while defending against environmental stressors and improving the appearance of wrinkles and loss of firmness.
Normal to Oily Skin; Combination Skin
Vitamin C and antioxidants brighten skin tone
Supercharged antioxidants help defend against environmental assault
Provides skin-quenching hydration
Includes 2 products: RESIST C15 Super Booster, SKIN BALANCING Super Antioxidant Concentrate Serum
Why is it different?
SKIN BALANCING Super Antioxidant Concentrate Serum has a unique weightless texture that supplies skin with an impressive mix of anti-aging antioxidants, peptides, and retinol. The RESIST C15 Super Booster enhances the results you will see with its effective mix of 15% vitamin C plus skin-hydrating ingredients.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
SKIN BALANCING Super Antioxidant Concentrate Serum weightlessly delivers an invisible layer of retinol and age-fighting antioxidants to defy the appearance of signs of aging. RESIST C15 Super Booster works in tandem with the serum to visibly improve the appearance of uneven skin tone, fine lines, and wrinkles as it helps to restore a firmer feel to skin.
Who is it for?
RESIST C15 Super Booster + SKIN BALANCING Super Antioxidant Concentrate Serum are ideal for those with combination to oily skin experiencing signs of aging and a dull, uneven skin tone.",",",5.0,1
By Concern,Dullness,,POWER COUPLE: RESIST C15 & WRINKLE REPAIR RETINOL SERUM,119.00,"These two brilliant formulas combine the best anti-aging ingredients available to help fight wrinkles and uneven skin tone with essential hydration for parched skin. The silky texture of the retinol serum and the fluid weightless feel of the vitamin C powerhouse recognizes and gives skin exactly what it needs every day to help fight wrinkles.
Anti-Aging, Wrinkles
For All Skin Types
Significantly helps improve all signs of aging, wrinkles, and dull skin
Includes 2 revolutionary products: RESIST C15 Super Booster, RESIST Intensive Wrinkle-Repair Retinol Serum
Why is it different?
RESIST Intensive Wrinkle-Repair Retinol Serum is an exclusive formula that contains a proprietary blend of highly stabilized anti-aging superstar retinol with vitamin-derived antioxidants and soothing plant-derived anti-aging ingredients, all in packaging to keep the retinol and other air sensitive ingredients stable and effective.
RESIST C15 Super Booster is a concentrated blend of 15% stabilized vitamin C (l-ascorbic acid), the antioxidants vitamin E and ferulic acid, and peptides. Together, these two astounding formulas offer powerful, effective and visible benefits to help defend skin against signs of aging.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
RESIST Intensive Wrinkle-Repair Retinol Serum delivers pure retinol to skin in a silky-smooth formula laced with proven antioxidants while RESIST C15 Super Booster delivers a pure dose of vitamin C, sodium hyaluronate, and peptides to hydrate skin, help further even skin tone and replenish skin with essential ingredients for skin.
Together, these ingredients provide a solution to help diminish the appearance of wrinkles, visibly improve firmness, and brighten uneven skin tone so skin looks visibly younger and more radiant.
Who is it for?
RESIST C15 Super Booster + RESIST Intensive Wrinkle-Repair Retinol Serum are for all skin types and anyone concerned with helping to lessen the look of wrinkles and the appearance of loss of firmness, and for dramatically improving skin texture and uneven skin tone.",",",0,0
By Concern,Dullness,,RESIST ADVANCED REPLENISHING TONER,38.00,"A unique anti-aging toner rich in skin-replenishing ingredients that restores essential nutrients while defending against environmental damage.
Replenishes and revitalizes skin
Loaded with omega fatty acids and antioxidants
Soothing, milky texture
Use twice daily after cleansing skin
Why is it different?
Resist Advanced Replenishing Toner is a super-hydrating formula enriched with essential omega fatty acids and potent, unique antioxidants research has shown can help skin look younger while protecting and nourishing skin’s barrier. It is an essential step in any skincare routine to renew skin after cleansing. Can also help remove the last traces of makeup.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Preserves and reinforces skin’s barrier, helps improve signs of sun damage and instantly revitalizes for a radiant look. This one-of-a-kind toner provides the essential elements aging skin needs to help visibly reduce the appearance of wrinkles, visibly increase firmness and improve uneven skin tone.
How to use
After cleansing, apply toner to a cotton pad and gently stroke over face and neck. Do not rinse. Follow with the rest of your morning or evening skincare routine. For daytime, finish with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Ferulic Acid, Hydrogenated Lecithin, Oleic Acid, Epigallocatechin Gallate, Oenothera Biennis Oil, Lecithin, Glycerin, Cucurbita Pepo Seed Extract, Caprylic/Capric Triglyceride, Sodium Hyaluronate, Phospholipid, Linolenic Acid, Evening Primrose Oil, Beet Root Extract, Quercetin, Sphingolipids, Linoleic Acid, Glycyrrhiza Glabra, Tocopherol, Licorice Root, Genistein, Acetyl Glucosamine, Carnosine, Ascorbyl Palmitate
PRODUCT INGREDIENTS
Water (Aqua), Cyclopentasiloxane (hydration), Glycerin (hydration/skin replenishing), Glycerth-26 (emollient), Polysorbate 20, Dimethiconol (texture-enhancing), Linoleic Acid (skin replenishing), Oleic Acid (skin replenishing), Linolenic Acid (skin replenishing), Phospholipids (hydration/skin replenishing), Carnosine (skin-restoring), Epigallocatechin Gallate (antioxidant), Genistein (antioxidant), Sodium Hyaluronate (hydration/skin replenishing), Sphingolipids (hydration/skin replenishing), Ferulic Acid (antioxidant), Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein (skin replenshing), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Acetyl Glucosamine (hydration/skin replenishing), Tocopherol (vitamin E/antioxidant), Ascorbyl Palmitate (vitamin C/antioxidant), Quercetin (antioxidant), Oenothera Biennis (Evening Primrose) Oil (non-fragrant plant oil), Beta Vulgaris (Beet) Root Extract, Cucurbita Pepo (Pumpkin) Seed Extract (antioxidants), Lecithin (skin-restoring), Caprylic/Capric Triglyceride (emollient), Hydrolyzed Corn Starch, Hydrogenated Lecithin, Palmitic Acid, Butylene Glycol (hydration), Acrylates/C10-30 Alkyl Acrylate Crosspolymer (texture-enhancing), Xanthan Gum (texture-enhancing), Laureth-23 (cleansing), Laureth-4 (texture-enhancing), Aminomethyl Propanol (pH adjuster), Disodium EDTA (stabilizer), Sodium Benzoate, Ethylhexylglycerin, Phenoxyethanol(preservatives), Chlorphenesin, Benzoic Acid, Sorbic Acid.","118 ml,Sachet",4.666666666666667,6
By Concern,Dullness,,RESIST INTENSIVE REPAIR CREAM WITH RETINOL,48.00,"A concentrated anti-aging moisturizing cream infused with skin-restoring ingredients to significantly improve skin’s texture, smoothness, and hydration, renewing a beautifully youthful and healthy glow.
Anti-Aging, Wrinkles
Dry/Very Dry Skin
Promotes a firmer-looking, younger complexion
Retinol is an anti-aging superstar ingredient
Rich ultra-creamy formula
Use as the last step in any evening routine
Why is it different?
Resist Intensive Repair Cream with Retinol revitalizes and renews dry skin with its wonderfully rich texture and a unique mix of retinol, peptides, and antioxidants, and can visibly soften and minimize signs of aging on the face, neck, and around the eyes.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Deeply hydrates dry skin while softening the appearance of wrinkles and visibly increasing firmer-looking skin. Skin-restoring ingredients and proven emollients revive the skin’s barrier, leading to a beautiful, healthy, younger-looking glow.
How to use
Ideal for softening and smoothing the face, neck and eye area. At night, use as the last step in your skincare routine. For daytime, follow with a broad-spectrum sunscreen rated SPF 30 or greater.
KEY INGREDIENTS
Lecithin, Linolenic Acid, Sodium Hyaluronate, Palmitoyl Tetrapeptide-7, Petrolatum, Glycerin, Magnesium Ascorbyl Phosphate, Ceramide NS, Jojoba Oil, Niacinamide, Palmitoyl Hexapeptide-12, Caprylic/Capric Triglyceride, Green Tea, Adenosine, Licorice Extract, Retinyl Palmitate, Tocopherol, Retinol, Linoleic Acid
PRODUCT INGREDIENTS
Water (Aqua), Ethylhexyl Stearate (texture-enhancing), Simmondsia Chinensis (Jojoba) Seed Oil (non-fragrant antioxidant plant oil), Butylene Glycol (hydration), Glycerin, Caprylic/Capric Triglyceride (hydration/skin replenishing), Petrolatum (emollient), Cetearyl Alcohol (emollient texture-enhancing), Dimethicone ( skin-conditioning agent), Dipentaerythrityl Hexacaprylate/Hexacaprate, Glyceryl Stearate (texture-enhancing), Tridecyl Trimellitate (skin-conditioning agent), PEG-100 Stearate (texture-enhancing), Phenyl Trimethicone (hydration), Retinol, Adenosine, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-1 (skin-restoring), Ceramide NG, Sodium Hyaluronate (hydration/skin replenishing), Magnesium Ascorbyl Phosphate (vitamin C/antioxidant), Niacinamide (skin-restoring),Tocopherol (vitamin E/antioxidant), Lecithin, Linoleic Acid, Linolenic Acid (fatty acid-based skin-restorings), Retinyl Palmitate (vitamin A/antioxidant), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing), Camellia Oleifera (Green Tea) Leaf Extract, Citrullus Vulgaris (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Glycine Soja (Soybean) Sterols (plant-based antioxidants), Tribehenin (skin-conditioning agent), PEG-10 Phytosterol (texture-enhancing), Magnesium Aluminum Silicate (texture-enhancing),Sodium PCA (hydration/skin replenishing), Sodium Lactate (hydration), Sodium Hydroxide (stabilizer), Neopentyl Glycol Dicaprylate/Dicaprate (emollient), Cetearyl Glucoside (texture-enhancing), Tridecyl Stearate (emollient), Behenyl Alcohol, Sclerotium Gum, Carbomer, C12-15 Alkyl Benzoate (texture-enhancing), Polysorbate 20 (texture-enhancing), Disodium EDTA (stabilizer), Chlorphenesin, Phenoxyethanol (preservatives), Benzoic Acid (pH adjuster), Sorbic Acid.","50 ml,Sachet",4.0,3
By Concern,Dullness,,RESIST ULTIMATE BRIGHTENING TRIO,170.00,"Used together, these three powerful targeted solutions smooth skin and even out skin tone for a brighter, more radiant complexion.
Anti-Aging
For All Skin Types
Includes 3 products: RESIST C15 Super Booster, RESIST Intensive Wrinkle-Repair Retinol Serum, RESIST Pure Radiance Skin Brightening Treatment
Why is it different?
RESIST C15 Super Booster is a concentrated blend of 15% stabilized vitamin C (l-ascorbic acid), antioxidants vitamin E and ferulic acid, and peptides. RESIST Retinol Serum is a supercharged anti-aging solution that contains stabilized retinol along with potent antioxidants and skin-renewing ingredients that work to help skin look unbelievably younger and that provides intensive lasting hydration.
RESIST Pure Radiance is an advanced brightening formula that helps even out skin tone and stimulate a more radiant and youthful complexion.
All Paula’s Choice products are 100% fragrance free, clinically proven to be non-irritating, and never tested on animals.
What does it do?
Used together, RESIST Ultimate Brightening Trio supercharges your anti-aging routine. This fast-acting trio improves the appearance of fine lines, wrinkles, dullness, and uneven skin tone for younger-looking, visibly renewed skin. Along with daily application of sunscreen, this trio helps prevent further signs of aging from appearing.
Who is it for?
RESIST Ultimate Brightening Trio is suitable for all skin types and anyone concerned improving multiple signs of aging, brightening skin, and uneven skin tone.",",",0,0
