Name,Rating,Title,Content
SKIN BALANCING ULTRA-SHEER DAILY DEFENSE SPF 30,4,BETTER THAN AVERAGE,Really like the consistency and the sheen it leaves on the skin after application. No reactions. Only wish that the spf was higher for a country like mine.
SKIN BALANCING ULTRA-SHEER DAILY DEFENSE SPF 30,5,OILY AND ACNE PRONE SKIN WILL LOVE THIS!,My skin will be super greasy a few hours just after make up. Most of the moisturizer + sunscreen i have used are often sticky and tends to break me out. This is the best i have found! No oily or sticky residue after application. And controls oil pretty well for up to 6-7 hours which i only have to blot off oil only once a day at work instead of multiple times! So glad i found this!
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,3,NOT DRYING,"I have pimples on my neck now that I’m in my mid-30s. In the past, when I used a drugstore pimple cream,my neck got really dry (almost scaly) and itchy! This is not the case with Paulas Choice Acne Kit. It cleared up the pimples without drying my neck! Will buy the extra strength one for my face next time because I think the pimples on my face need more “work”."
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,5,BEST SKINCARE KIT,Bought the trial version then proceeded to purchase the full kit. I seldom repurchase skincare but I do it for this set! Much more worth it and also works well on my sensitive acne skin!
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,5,HAPPY,"this is by far the best acne kit i ever had.its a repeated purchase.i had adult acne for the past one year and got recommended to this and i was beyond satisfied!!i do have dry face after washing,oily in the day and acne prone.ever since using this,my acne have gone down ALOT and i dont get acne anymore.i only get pimples ard the time of the month but will subside after 1day of using the daily treatment cream.not gonna turn to other products .i see myself using this kit for a long run!..:)hope it will not be discontinued or i'll be saddest person in the world!"
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),4,USED TO BE GOOD BUT,"recently, the few bottles which I received smelled different and feels different I feel like the thing has been diluted. Given, I have used this product since it first came out(at least 2 years ago IIRC), and the recent stock (Dec 2017 onwards) seems to be lacking in quality.

The previous batch worked great. It helped with breakouts caused by external factors and even rashes I get from sweat and hot weather, providing a lot of relief to red, itchy and pus-filled bumps.

Hope Paula Choice will look into this because there should be no change of formula as far as I am aware of and hope Paula choice will continue producing this product because it's a good product."
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),3,"WORKS WELL, BUT THE SMELL..","Good product but the smell is just awful. I know PC doesn't use fragrance but this doesn't smell great after the shower, and somewhat different from the BHA face lotion."
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),3,IT WAS OKAY,"It really didn`t do much for me. It was okay, it reduced my acne by a bit but other than that nothing much."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,3,ABIT STRONG,"Be careful when using, slightly strong for sensitive skin"
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,4,HMM,"Love-hate relationship with this. It takes some time for it to be fully absorbed after application. It also makes my skin feels very tight after. However, it did calm my breakouts very well along with the rest of the products."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,2,DIDNT WORK,"increased breakouts, prefer the drugstore version for regular use."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,5,THIS ALWAYS WORKS! MY HOLY GRAIL FOR PIMPS,"This always works on my zits, red bumps or those with heads. Usually, after applying after once or twice on headless red bump, the whitehead will be ripen and it is ready for extraction. Do note that this can may dry peeling skin (if you apply too frequent) so may sure you apply moisturiser or serum on that area before you apply this. Just a dab of this will do and remember to apply sunscreen if you are using in the day."
CALM REPAIRING SENSITIVE SERUM,3,DIDN’T SHOW MUCH EFFECT,"I used a few sample sachets of this whenever I had extremely sensitive skin from using the 2% BHA, 1% retinol and 15% Vit C. But it didn’t do anything to calm my super sensitive skin down. So I did not buy the full size. Maybe it is just my overly sensitive skin."
CALM REPAIRING SENSITIVE SERUM,4,GOOD FOR OILY SENSITIVE SKIN,"Gets absorbed very fast in the skin, not moisturising, helped in reducing/fading the redness."
CALM REPAIRING SENSITIVE SERUM,3,GOOD,Good
CALM REPAIRING SENSITIVE SERUM,3,UNDERWHELMING,Leaves a sheen on my face despite being fully absorbed. My face tingles a little if I don't follow up with a moisturiser immediately. Does not appear to help much with calming down my irritated skin too.
CALM SENSITIVE DAYTIME MOISTURIZER SPF 30 (NORMAL / DRY),4,DOES WHAT IT SAYS,I got sample sizes from a friend and this actually works wonders. Gives a matte finish and good for under make up
CALM SENSITIVE DAYTIME MOISTURIZER SPF 30 (NORMAL / DRY),3,GOOD,Good
CALM REPAIRING SENSITIVE SERUM,3,DIDN’T SHOW MUCH EFFECT,"I used a few sample sachets of this whenever I had extremely sensitive skin from using the 2% BHA, 1% retinol and 15% Vit C. But it didn’t do anything to calm my super sensitive skin down. So I did not buy the full size. Maybe it is just my overly sensitive skin."
CALM REPAIRING SENSITIVE SERUM,4,GOOD FOR OILY SENSITIVE SKIN,"Gets absorbed very fast in the skin, not moisturising, helped in reducing/fading the redness."
CALM REPAIRING SENSITIVE SERUM,3,GOOD,Good
CALM REPAIRING SENSITIVE SERUM,3,UNDERWHELMING,Leaves a sheen on my face despite being fully absorbed. My face tingles a little if I don't follow up with a moisturiser immediately. Does not appear to help much with calming down my irritated skin too.
CALM SENSITIVE DAYTIME MOISTURIZER SPF 30 (OILY / COMBINATION),4,GOOD FOR BREAKOUT-PRONE SKIN,"This is by far the best mineral-based moisturizer, next to my all-time favourite Resist Superlight tinted one. I use this when not at work. Feels quite runny at first but it does 'matte' out in a while. What I like is that it doesn't cause breakouts and can easily be applied on anytime & anywhere. It does have a slight whitish tint and stings the eye when sweating. Hopefully PC can develop a mineral-based sunscreen which is more waterproof. Still will recommend this product to others!"
CALM SENSITIVE DAYTIME MOISTURIZER SPF 30 (OILY / COMBINATION),4,WORKS FINE FOR ME,"i had dry face after washing,oily in the day.eventho after putting on,it appears to be abit only but have a healthy 'glow' to it.i stick to it cause it doesnt cause any breakouts!im fine with blotting my face once a day rather than twice last time.its definitely controlling my oils.:)"
RESIST OPTIMAL RESULTS HYDRATING CLEANSER,4,GENTLE CLEANSER THAT IS GD FOR DEHYDRATED SKIN,"I have really oily skin with dehydrated surface, so I used to use the Moisture Boost cleanser, but when I found that too be slightly drying after cleansing , I decided to try this out.
The trick really is to massage the cleanser onto your face 1st, then go over again with a bit of water, before rinsing everything off. Feels like it’s cleaner that way.
Skin doesn’t feel tight after cleansing, but I only use it once a day as I find it is a little pricey, so I alternate this with Moisture Boost cleanser.
But if you have dry skin, I think it is worth to invest in."
RESIST OPTIMAL RESULTS HYDRATING CLEANSER,5,FAVOURITE MORNING CLEANSER,The best morning cleanser ive tried. Not great at removing makeup so use it am. Does not strip skin and leaves a lovely plumped feeling on skin. Love it
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,I BOUGHT 2 SACHETS FIRST..,".. and loved the texture and how it suck into my skin and made me look well rested the next morning, no irritation as usual as with the rest of PC products, going to order a full size!"
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,"Of all the serums, i like this one best. Absorbs well, Not oily. Effective. Moisturising to a certain extent. I like the texture."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,MY FAVOURITE,"I use this every night after toner, before moisturiser. On my 40 year old skin, this is soothing, calming and moisturising enough and gives me a glow the next morning. A must have."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,4,BROKE ME OUT,"Tried this and I've no doubt the ingredients are fantastic, but it's perhaps too heavy for me, made me break out. Prefer the ultra light serum."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,GLAD TO TRY,I like to use it on the night routine as it really helps to improve complexion. Face glowing on the next morning.
RESIST ADVANCED SMOOTHING TREATMENT 10% AHA (GLYCOLIC ACID),4,STRONGER THAN I PREFERRED BUT EFFECTIVE,I tried this to try and get more even skin tone on my face and neck. It was a little too strong so I eventually settled on the 4% version. But it was effective especially the first time I tried it. It may be useful for those who have tried the 4% and want something stronger.
RESIST ADVANCED SMOOTHING TREATMENT 10% AHA (GLYCOLIC ACID),1,BROKE ME OUT,Thought to use this in combination with the 1% BHA but it broke me out.
RESIST PERFECTLY BALANCED FOAMING CLEANSER,3,"GOOD, NOT GREAT","It's a nice enough cleanser but honestly, good ingredients don't have time to penetrate the skin when you wash is away so I would spend my money on other skincare."
RESIST PERFECTLY BALANCED FOAMING CLEANSER,3,OKAY CLEANSER,Would recommened the resist hydrating cleanser over this. Skin balancing cleanser is a better value for money and i feel works similar to this.
RESIST PERFECTLY BALANCED FOAMING CLEANSER,4,GOOD CLEANSER,"Leaves the skin feeling refreshed, and effectively removes make up, slightly drying if use too much."
RESIST PERFECTLY BALANCED FOAMING CLEANSER,4,EXCELLENT CLEANSER,This cleanser left my skin feel less oily and refresh
RESIST PERFECTLY BALANCED FOAMING CLEANSER,5,"EXCELLENT, NON-STRIPPING CLEANSER",This cleanser left my skin feeling smooth and clean without being overly stripped. I don't think it's sufficient to remove make-up however. Would definitely buy again.
RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,4,RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,This is my go-to daily moisturiser. It is light and there are no white cast on skin. It is not oil and heavy. I like it that it has spf 50.
RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,5,MY FAVOURITE MOISTURISER,"I use this daily - smooth, clear skin and no breakouts!"
RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,5,"MY DAILY MOISTURIZER, GREAT WITH MAKEUP",I wear this daily under makeup and it's super light and skin feels lovely. I live in the tropics and sunscreen works very well!
RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,3,GLOW,I used acne clear n tot of changing but it’s as not mattifying as the clear acne...
RESIST YOUTH-EXTENDING DAILY HYDRATING FLUID SPF 50,4,LIKED IT,I like this one! I really don`t have anything bad to say about it just that the tube and package design. I wished they used the other type.
PC4MEN ESSENTIAL KIT,5,COMPREHENSIVE,"a good comprehensive kit. i personally liked the shaving cream, sooth + smooth and the night time repair!"
PC4MEN SOOTHE + SMOOTH TREATMENT 2% BHA (SALICYLIC ACID),5,MY HOLYGRAIL BHA PRODUCT FOR AFTER SHAVING!,"This is my favourite BHA product from paula for preventing breakouts and ingrown hair (after shaving on face or body). It's texture is very light weight, just like a toner and it is not irritating/ doesn't leave a film like it's original BHA liquid. I would always keep this product in my skincare arsenal!"
PC4MEN SOOTHE + SMOOTH TREATMENT 2% BHA (SALICYLIC ACID),5,NON-IRRITABLE,"Unlike other BHA products which I have used before, it gives minimum tingling sensation or discomfort upon application"
PC4MEN LIP BALM SPF 50,5,BEST LIP BLAM FOR DAY TIME,"I have used up quite a few of this lip blam for day time use now. It doesn't have a white cast, don't look too glossy and keeps your lips hydrated and protected from the sun. My go to product for my lips in the day time!"
PC4MEN LIP BALM SPF 50,3,IT IS WHAT IT IS,it felt like any other lip balm i've used
CALM SENSITIVE 1% BHA LOTION,5,GENTLE BUT EFFECTIVE!,"This did not irritate my highly sensitive skin but made it clearer and kept clogged pores at bay. I started with this nightly, and then now I rotate it with the 2% lotion. I will definitely repurchase."
CALM SENSITIVE 1% BHA LOTION,5,HIGHLY RECOMMENDED!,Effective keeping at bay PMS related breakouts - I use it every night under moisturiser.
CALM SENSITIVE 1% BHA LOTION,3,GOOD FOR SENSITIVE SKINS,"I have tried this, it works fine and it is a gentle exfoliant. As to reduce redness, I saw a bit of difference but not too much. Overall, I think this would suit very sensitive skin types."
CALM SENSITIVE 1% BHA LOTION,5,AMAZING,"Love the formula and the texture of this products

I was traveling in Europe for a month and this kept my skin problem free and also calms my skin down !"
CALM SENSITIVE 1% BHA LOTION,1,DOES NO DIFFERENCE AS COMPARED TO SKIN PERFECTING 1% BHA LOTION EXFOLIANT,"I was previously using the Skin Perfecting 1% BHA Lotion Exfoliant before this calm series was released as a better version.
There is no positive outcome from using this product, and it is unfortunate that the Skin Perfecting 1% BHA Lotion Exfoliant has been replaced by this."
CLEAR ACNE REGULAR STRENGTH TRAVEL KIT,3,HANDY TRAVEL PACK,"My first time trying Paula's Choice. The acne cleanser was calm and soothing, no stings or burning feeling for my sensitive skin. 2% exfoliator may be a little too strong for my skin hence I may change to 1% BHA calm sensitive. The blemish treatment dries acne the very next day, pretty effective."
PC4MEN SOOTHE + SMOOTH TREATMENT 2% BHA (SALICYLIC ACID),5,MY HOLYGRAIL BHA PRODUCT FOR AFTER SHAVING!,"This is my favourite BHA product from paula for preventing breakouts and ingrown hair (after shaving on face or body). It's texture is very light weight, just like a toner and it is not irritating/ doesn't leave a film like it's original BHA liquid. I would always keep this product in my skincare arsenal!"
PC4MEN SOOTHE + SMOOTH TREATMENT 2% BHA (SALICYLIC ACID),5,NON-IRRITABLE,"Unlike other BHA products which I have used before, it gives minimum tingling sensation or discomfort upon application"
RESIST BHA 9 (SALICYLIC ACID),4,GENTLE FOR SUCH A STRONG PRODUCT,High concentration of BHA yet just gives a little bit tingling. It is too pricy for the small volume. And the pump needs improvement as the liquid leaks.
RESIST BHA 9 (SALICYLIC ACID),4,STRONG PRODUCT,"Works well in reducing my headless pimples. But it is strong, so next day my skin tends to flake and makeup is difficult to apply. Not for daily use but good for clearing blemishes"
RESIST BHA 9 (SALICYLIC ACID),4,EFFECTIVE ON SMALL SKIN TAGS,I tried it on very small tags that cropped up on my neck. The BHA removes these effectively over a period of several weeks. Surprised but pleased that this could be used for this.
RESIST BHA 9 (SALICYLIC ACID),3,TOO DRYING,"I wish I loved this product, as I love the other BHA products. But this is really too drying for me, making it hard to conceal blemishes with make-up the next day."
RESIST BHA 9 (SALICYLIC ACID),5,SHOULD GIVE MORE THAN 5 STAR RATING,one of the best night care solution for aging skin. loving it.
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,GREATEST. SUNSCREEN. EVER.,"I didn't believe sunscreens could be physical, non greasy and be alcohol free, until i met this. Theres literally no other product like it.
I'm the oiliest person you'll ever meet who has to blot 5 times a day. With this, thats down to 1-2 times. I absolutely love it."
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,4,NOT PERSPIRATION PROOF BUT A GREAT MINERAL SPF,"This was my go to spf for a long time. I prefer mineral based spf and i love that this is tinted, so no white cast. Its feels light, for a mineral spf. You can still feel it on your skin but it is one of the lightest feeling mineral spf in the market.
My only problem is that its not sweat resistant. To help it stay on, i apply long lasting foundation over it."
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,BEST MOISTURISER I HAVE USED,"I used to have an oily and acne prone skin, change moisturisers a lot before and stuck with this product for more than 2 years.

Pros:
- has a tinted coverage so it evens out the skintone.
- good sunblock with spf so very helpful especially in the morning when I'm about to go to work.
- The 60 ml size could last me for around 4-5 months.

Cons:
- none so far"
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,AWESOME SUNSCREEN EVEN FOR SENSITIVE SKIN,"Great for no makeup day! Love this so much! It has a nice texture and enough colour to hide blemishes. I can live without liquid foundation now, hiak hiak! :D"
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,GREAT ON NO MAKEUP DAYS!,"I love this for the weekend, it has a nice texture and a tint that gives enough colour to even out skin and hide blemishes/scars. The tone is a little ashy, I wish there were more colours to choose from but overall excellent product!"
ALL OVER HAIR & BODY SHAMPOO,3,"SADLY,","I think Paula Choice is really an expert brand in terms of skin care, but not so much for hair care. This shampoo is a very simple shampoo which washes well, and honestly, just like any other normal shampoo out there. I do like that it is not greasy and not too drying as well. Still, there are plenty of shampoo products out there with a much cheaper price tag and which works as well."
ALL OVER HAIR & BODY SHAMPOO,4,FUNCTIONAL,Works for my dry hair. A life saver for overseas travel.
ALL OVER HAIR & BODY SHAMPOO,5,MY FAVORITE!!!,I’ve been struggling to find a fragrance free shampoo for ages! Thank goodness for Paula’s Choice! This shampoo/body wash cleanses my scalp brilliantly without stripping my hair. Its also a great body wash because its a product made with such a clean formula. I’ve stocked up since i discovered this :)
ALL OVER HAIR & BODY SHAMPOO,5,FANTASTIC SHAMPOO FOR SENSITIVE SKIN,"I’ve used 2 bottles and have 3 backups. That how much i love this. It works wonderfully as a shampoo and body wash. It doesn’t dry my hair and dry skin, feels very clean after. This is a very clean formula, i love it. The only con is the price, this stuff is quite expensive but i will continue to use it."
EARTH SOURCED PURELY NATURAL REFRESHING TONER,2,NOT SUITABLE FOR ME,PC's toner doesn't really suit my sensitive skin. I still get the burning sensation once in awhile when my skin gets very sensitive. Love their other products though
PC4MEN BODY WASH,5,GOOD PRODUCT.,I am using this as my daily shampoo. Agree that some may not like as it's scentless. But it's really good. Not sure why but my scalp was very itchy previously... I've tried many other shampoo.. even organic shampoo but still the itch persist. I switch to use this PC4Men and I realised recently that my scalp isn't itchy anymore. Will buy my second bottle soon.
RESIST BARRIER REPAIR MOISTURIZER,3,DIDN’T WORK FOR ME,I have sensitive and dehydrated skin. This made me break out in small tiny bumps. I stopped using it and waited for my skin to clear up before going back to it again. Same thing happened. I wished it worked for me though since the price is reasonable for me. I am using the rest of the remaining product for my neck now.
RESIST BARRIER REPAIR MOISTURIZER,3,TOO RICH FOR ME,"Broke me out. If you have combination skin, try the light blue version instead - that's fantastic."
RESIST BARRIER REPAIR MOISTURIZER,5,VALUE FOR MONEY- AND IT WORKS!,"I used to use the Resist anti-aging hydrator, but found that not moisturising enough, even though I’ve got oily skin.
So I tried the Barrier repair moisturiser, and I can really feel the difference!
I only use it at night, when I wake up, my skin is shiny (in a good way!) and the retinol really helps in quickly reducing the scars from the occasional hormonal outbreaks that I get.
Been using for 2 years and don’t think you’ll be able to find another moisturiser that has retinol in it with such reasonable price."
RESIST BARRIER REPAIR MOISTURIZER,4,GO-TO SERUM,"This is my 2 bottle. I use it before bed as its very light weight but visible moisture on skin, lasts up to 12 hrs of sleep in dry air conditioned room. In a long run baby like skin and no more dark eye bags"
RESIST BARRIER REPAIR MOISTURIZER,5,OILY DEHYDRATED SKIN,"I have sensitive and severely dehydrated skin which causes the skin to appear pretty oily. Contrary to the belief that oily skin types should go for sebum control products, I fixed the root cause instead. This moisturizer doesn’t cause my skin to breakout and it actually helped reduce the shine on my face! I love it!"
CALM REPAIRING SENSITIVE SERUM,3,DIDN’T SHOW MUCH EFFECT,"I used a few sample sachets of this whenever I had extremely sensitive skin from using the 2% BHA, 1% retinol and 15% Vit C. But it didn’t do anything to calm my super sensitive skin down. So I did not buy the full size. Maybe it is just my overly sensitive skin."
CALM REPAIRING SENSITIVE SERUM,4,GOOD FOR OILY SENSITIVE SKIN,"Gets absorbed very fast in the skin, not moisturising, helped in reducing/fading the redness."
CALM REPAIRING SENSITIVE SERUM,3,GOOD,Good
CALM REPAIRING SENSITIVE SERUM,3,UNDERWHELMING,Leaves a sheen on my face despite being fully absorbed. My face tingles a little if I don't follow up with a moisturiser immediately. Does not appear to help much with calming down my irritated skin too.
POWER COUPLE: RESIST C15 & SKIN BALANCING ANTIOXIDANT SERUM,5,GREAT VALUE,Terrific set and cheaper than buying individually.
RESIST ADVANCED REPLENISHING TONER,5,GREAT FOR SENSITIVE SKIN,"I have sensitive and dehydrated skin that can get very oily...
I love how this toner doesn’t feel heavy yet it completely alleviates the dryness I feel sometimes, when my skin gets too sensitive to put on moisturiser, yet needed something to soothe the tightness."
RESIST ADVANCED REPLENISHING TONER,4,MOISTURISING!,like how this toner moisturises my skin and does not dry it!
RESIST ADVANCED REPLENISHING TONER,5,GREAT MOISTURIZER FOR OILY SKINS,Love the ingredients. I use this in place of a moisturizer for oily skin. Lotions dont sit well on my skin and feel too sticky. This absorbs well and hydrates. A staple in my skincare routine
RESIST ADVANCED REPLENISHING TONER,5,GREAT TEXTURE,"After not using a toner for a long time, I decided to give this a try... And i’ve not regretted since! It’s got a light but not too watery texture and is very moisturizing."
RESIST ADVANCED REPLENISHING TONER,5,MOISTURIZING TONER,Love the texture! Very moisturizing.
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,3,TRY THE RETINOL TREATMENT INSTEAD,"This one broke me out. If you have combination skin, the dark blue series can cause breakouts. I find it more effective to use the retinol treatment and follow up with the light blue series of moisturiser."
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,5,AWESOME GIFT FOR MOTHER'S DAY,I bought this for my mum and she absolutely loved it. It's lightweight and really helped to smoothe out wrinkles. A little goes a long way.
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,4,VERY GOOD,This is great as a eye cream. My mum has dry skin and it is absorbed very fast to provide instant hydration. Skin looks more well rested after using it.
RESIST ANTI-AGING CLEAR SKIN HYDRATOR,4,GOOD MOISTURIZER,I like the matte feel but expect more antioxidants.
RESIST ANTI-AGING CLEAR SKIN HYDRATOR,5,MY FAVOURITE MOISTURISER,"I love this! It provides great moisture and smooth skin without breaking me out. However, it's a little thick - try it first if you don't like the feeling of silicone."
RESIST ANTI-AGING CLEAR SKIN HYDRATOR,3,"SLIGHTLY DRYING, EVEN FOR OILY SKIN","I found this moisturiser to be quite drying, even though I have oily skin, and this is under the oily skin range. Changed to the barrier repair moisturiser and never looked back ;)"
RESIST ANTI-AGING CLEAR SKIN HYDRATOR,1,GAVE ME CYSTIC ACNE,Tried it first time. Gave me pimples. After a few weeks. I gave it a try again and I had cystic acne on my cheek. I have oily and acne prone. Disappointed
RESIST ANTI-AGING CLEAR SKIN HYDRATOR,2,PACKAGING CAN BE IMPROVED,"didnt like the pump packaging as it was hard to dispense the product. also did not work for me, my skin broke out a little."
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,GREATEST. SUNSCREEN. EVER.,"I didn't believe sunscreens could be physical, non greasy and be alcohol free, until i met this. Theres literally no other product like it.
I'm the oiliest person you'll ever meet who has to blot 5 times a day. With this, thats down to 1-2 times. I absolutely love it."
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,4,NOT PERSPIRATION PROOF BUT A GREAT MINERAL SPF,"This was my go to spf for a long time. I prefer mineral based spf and i love that this is tinted, so no white cast. Its feels light, for a mineral spf. You can still feel it on your skin but it is one of the lightest feeling mineral spf in the market.
My only problem is that its not sweat resistant. To help it stay on, i apply long lasting foundation over it."
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,BEST MOISTURISER I HAVE USED,"I used to have an oily and acne prone skin, change moisturisers a lot before and stuck with this product for more than 2 years.

Pros:
- has a tinted coverage so it evens out the skintone.
- good sunblock with spf so very helpful especially in the morning when I'm about to go to work.
- The 60 ml size could last me for around 4-5 months.

Cons:
- none so far"
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,AWESOME SUNSCREEN EVEN FOR SENSITIVE SKIN,"Great for no makeup day! Love this so much! It has a nice texture and enough colour to hide blemishes. I can live without liquid foundation now, hiak hiak! :D"
RESIST SUPER-LIGHT DAILY WRINKLE DEFENSE SPF 30,5,GREAT ON NO MAKEUP DAYS!,"I love this for the weekend, it has a nice texture and a tint that gives enough colour to even out skin and hide blemishes/scars. The tone is a little ashy, I wish there were more colours to choose from but overall excellent product!"
ALL OVER HAIR & BODY SHAMPOO,3,"SADLY,","I think Paula Choice is really an expert brand in terms of skin care, but not so much for hair care. This shampoo is a very simple shampoo which washes well, and honestly, just like any other normal shampoo out there. I do like that it is not greasy and not too drying as well. Still, there are plenty of shampoo products out there with a much cheaper price tag and which works as well."
ALL OVER HAIR & BODY SHAMPOO,4,FUNCTIONAL,Works for my dry hair. A life saver for overseas travel.
ALL OVER HAIR & BODY SHAMPOO,5,MY FAVORITE!!!,I’ve been struggling to find a fragrance free shampoo for ages! Thank goodness for Paula’s Choice! This shampoo/body wash cleanses my scalp brilliantly without stripping my hair. Its also a great body wash because its a product made with such a clean formula. I’ve stocked up since i discovered this :)
ALL OVER HAIR & BODY SHAMPOO,5,FANTASTIC SHAMPOO FOR SENSITIVE SKIN,"I’ve used 2 bottles and have 3 backups. That how much i love this. It works wonderfully as a shampoo and body wash. It doesn’t dry my hair and dry skin, feels very clean after. This is a very clean formula, i love it. The only con is the price, this stuff is quite expensive but i will continue to use it."
CALM SENSITIVE TONER (OILY / COMBINATION),4,GOOD TO CALM SKIN,Been using and works for sensitive skin
CALM SENSITIVE TONER (OILY / COMBINATION),3,IT IS AN AVERAGE TONER,"I have been using this for awhile. I like it to be honest. It is gentle, refreshes my skin and is good for winter times and dry weather, very calming and that is why I have kept using it. As to do wonders, no it won't. It is just a very good average toner!"
CALM SENSITIVE TONER (OILY / COMBINATION),3,CALM SENSITIVE TONER,Tried the sachets for trial. It was pretty calming and gentle for my sensitive skin. No burning sensation.
GENTLE TOUCH MAKEUP REMOVER,2,STICKING TO MY USUAL MAKEUP REMOVER,"Unfortunately, a little too gentle for me. And I do not wear heavy makeup."
GENTLE TOUCH MAKEUP REMOVER,5,GENTLE AND DOES ITS WORK,Have been using many bottles of it. It's gentle like it claims and non-drying to the skin. I have combination and sensitive skin
GENTLE TOUCH MAKEUP REMOVER,5,LOVE IT,"It removes makeup easily, cleanses my skin, removes my eye make-up lip and face with not much effort. It actually got into my eye and I was surprised that it didn`t burn it! I definitely recommend it. It is oily but the oil absorbs and leaves your skin feeling refreshed and clean."
PC4MEN NIGHTTIME REPAIR,5,GOOD,It's easy to apply and absorb well.
PC4MEN NIGHTTIME REPAIR,5,BOYFRIEND LOVES IT,Bought this for my boyfriend. At first he found it a bit pricey but now he likes it so much he's getting a second tube! Personally think it's worth the money because it's a well-rounded product with a whole bunch of other great ingredients in there that you won't find in other cheaper moisturisers.
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,3,"GOOD, NOT GREAT","Toner is one of those items I don't feel you need to splurge on. This one is nice and gentle on skin, but there are cheaper alternatives."
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,ANOTHER HOLYGRAIL FROM PC!,"This toner is lightweight, choke full of antioxidants and irritants and feels really good on my skin in tropical Singapore weather. Try it if your have oily/combination skin type. I find that it helps with my pore size and shine throughout the day. Definitely repurchasing this once it runs out!"
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,DOES WHAT IT SAYS!,"IT is great, it unclogs, smoothes out your skin! It is gentle and it does its work."
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,SATISFY!,Light weight & easy to absorb. No any irritation at all. This is the best skin care I’ve ever use (I use together with others product from the same series) for my clogged pore skin which follow me so many years. Going to have the next bottle soon.
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,4,BEST TONER SO FAR,"Gentle and quick absorbing with great restoring ingredient, it prevents my pores from getting any bigger after 8 months of using it. This is my second purchase and will further purchase it in future."
SKIN BALANCING OIL-ABSORBING MASK,3,BOUGHT THE WHOLE TUBE TO TRY,"for the pore reducing effect and also for my oily skin.
I feel a slight tinging while using it and it was quite difficult to wash off. I did not finish the entire tube.
It is a normal mask, but it did not work for me in what I wish it would(reduce pore size and oiliness of skin)."
SKIN BALANCING OIL-ABSORBING MASK,4,GOOD MASK FOR OILY SKIN!,My favourite PC mask to help clear skin while maintaining moisture.
SKIN BALANCING OIL-ABSORBING MASK,3,JUST OK,It does help combat the oiliness (I have combination skin) but not great in eliminating the gunk.
SKIN BALANCING OIL-ABSORBING MASK,4,GOOD IN ABSORBING MOISTURE,"helps in cleaning skin well, skin feels soft without tightening effect, tried the sample."
CLINICAL 1% RETINOL TREATMENT,3,TOO STRONG FOR ME,"This is too strong for me, i be trying the 1% booster to see if it works for me better. I reduce the frequency to once a week and still get flaking skin. But lower percentage of retinol works so i might stick to that too."
